symbol,indicator,start_date,end_date,pattern_buy_repr,pattern_sell_repr,pattern_buy_size,pattern_sell_size,mean,std,skewness,kurtosis,entropy,n_total_partitions,n_partitions,clean_gains
ADA/USDT,bolt,2020-09-12 00:01:00,2020-09-12 23:59:00,3,6,2,3,0.0965852189020153,0.00083823963916087,-0.07056571729592813,-0.7418244931004256,7.271666063898953,12,7,0.0937572104358182
ADA/USDT,bolt,2020-09-12 00:01:00,2020-09-12 23:59:00,3,7,2,3,0.0965852189020153,0.00083823963916087,-0.07056571729592813,-0.7418244931004256,7.271666063898953,12,12,0
ADA/USDT,bolt,2020-09-12 00:01:00,2020-09-12 23:59:00,3,2,2,4,0.0965852189020153,0.00083823963916087,-0.07056571729592813,-0.7418244931004256,7.271666063898953,12,8,-0.4727823277359011
ADA/USDT,bolt,2020-09-12 00:01:00,2020-09-12 23:59:00,3,3,2,4,0.0965852189020153,0.00083823963916087,-0.07056571729592813,-0.7418244931004256,7.271666063898953,12,12,0
ADA/USDT,bolt,2020-09-12 00:01:00,2020-09-12 23:59:00,3,4,2,4,0.0965852189020153,0.00083823963916087,-0.07056571729592813,-0.7418244931004256,7.271666063898953,12,9,-0.08038260195597502
ADA/USDT,bolt,2020-09-12 00:01:00,2020-09-12 23:59:00,3,5,2,4,0.0965852189020153,0.00083823963916087,-0.07056571729592813,-0.7418244931004256,7.271666063898953,12,11,-0.09593580659509549
ADA/USDT,bolt,2020-09-12 00:01:00,2020-09-12 23:59:00,3,6,2,4,0.0965852189020153,0.00083823963916087,-0.07056571729592813,-0.7418244931004256,7.271666063898953,12,10,-0.08308460853593758
ADA/USDT,bolt,2020-09-12 00:01:00,2020-09-12 23:59:00,3,7,2,4,0.0965852189020153,0.00083823963916087,-0.07056571729592813,-0.7418244931004256,7.271666063898953,12,12,0
ADA/USDT,bolt,2020-09-12 00:01:00,2020-09-12 23:59:00,3,8,2,4,0.0965852189020153,0.00083823963916087,-0.07056571729592813,-0.7418244931004256,7.271666063898953,12,9,-0.3610924330581895
ADA/USDT,bolt,2020-09-12 00:01:00,2020-09-12 23:59:00,3,9,2,4,0.0965852189020153,0.00083823963916087,-0.07056571729592813,-0.7418244931004256,7.271666063898953,12,9,0.18637029432008667
ADA/USDT,bolt,2020-09-12 00:01:00,2020-09-12 23:59:00,3,10,2,4,0.0965852189020153,0.00083823963916087,-0.07056571729592813,-0.7418244931004256,7.271666063898953,12,11,0.08705528758605574
ADA/USDT,bolt,2020-09-12 00:01:00,2020-09-12 23:59:00,3,11,2,4,0.0965852189020153,0.00083823963916087,-0.07056571729592813,-0.7418244931004256,7.271666063898953,12,12,0
ADA/USDT,bolt,2020-09-12 00:01:00,2020-09-12 23:59:00,3,12,2,4,0.0965852189020153,0.00083823963916087,-0.07056571729592813,-0.7418244931004256,7.271666063898953,12,9,-0.13273260986388813
ADA/USDT,bolt,2020-09-12 00:01:00,2020-09-12 23:59:00,3,13,2,4,0.0965852189020153,0.00083823963916087,-0.07056571729592813,-0.7418244931004256,7.271666063898953,12,10,0.17252855466894346
ADA/USDT,bolt,2020-09-12 00:01:00,2020-09-12 23:59:00,3,14,2,4,0.0965852189020153,0.00083823963916087,-0.07056571729592813,-0.7418244931004256,7.271666063898953,12,9,0.15497298620142352
ADA/USDT,bolt,2020-09-12 00:01:00,2020-09-12 23:59:00,3,15,2,4,0.0965852189020153,0.00083823963916087,-0.07056571729592813,-0.7418244931004256,7.271666063898953,12,12,0
ADA/USDT,bolt,2020-09-12 00:01:00,2020-09-12 23:59:00,3,2,2,5,0.0965852189020153,0.00083823963916087,-0.07056571729592813,-0.7418244931004256,7.271666063898953,12,10,-0.27864052987837695
ADA/USDT,bolt,2020-09-12 00:01:00,2020-09-12 23:59:00,3,3,2,5,0.0965852189020153,0.00083823963916087,-0.07056571729592813,-0.7418244931004256,7.271666063898953,12,12,0
ADA/USDT,bolt,2020-09-12 00:01:00,2020-09-12 23:59:00,3,4,2,5,0.0965852189020153,0.00083823963916087,-0.07056571729592813,-0.7418244931004256,7.271666063898953,12,10,-0.1637791375229476
ADA/USDT,bolt,2020-09-12 00:01:00,2020-09-12 23:59:00,3,5,2,5,0.0965852189020153,0.00083823963916087,-0.07056571729592813,-0.7418244931004256,7.271666063898953,12,11,-0.09593580659509549
ADA/USDT,bolt,2020-09-12 00:01:00,2020-09-12 23:59:00,3,6,2,5,0.0965852189020153,0.00083823963916087,-0.07056571729592813,-0.7418244931004256,7.271666063898953,12,12,0
ADA/USDT,bolt,2020-09-12 00:01:00,2020-09-12 23:59:00,3,7,2,5,0.0965852189020153,0.00083823963916087,-0.07056571729592813,-0.7418244931004256,7.271666063898953,12,12,0
ADA/USDT,bolt,2020-09-12 00:01:00,2020-09-12 23:59:00,3,8,2,5,0.0965852189020153,0.00083823963916087,-0.07056571729592813,-0.7418244931004256,7.271666063898953,12,11,-0.20094576452075508
ADA/USDT,bolt,2020-09-12 00:01:00,2020-09-12 23:59:00,3,9,2,5,0.0965852189020153,0.00083823963916087,-0.07056571729592813,-0.7418244931004256,7.271666063898953,12,10,0.1529902174441844
ADA/USDT,bolt,2020-09-12 00:01:00,2020-09-12 23:59:00,3,10,2,5,0.0965852189020153,0.00083823963916087,-0.07056571729592813,-0.7418244931004256,7.271666063898953,12,12,0
ADA/USDT,bolt,2020-09-12 00:01:00,2020-09-12 23:59:00,3,11,2,5,0.0965852189020153,0.00083823963916087,-0.07056571729592813,-0.7418244931004256,7.271666063898953,12,12,0
ADA/USDT,bolt,2020-09-12 00:01:00,2020-09-12 23:59:00,3,12,2,5,0.0965852189020153,0.00083823963916087,-0.07056571729592813,-0.7418244931004256,7.271666063898953,12,10,-0.11567876569819902
ADA/USDT,bolt,2020-09-12 00:01:00,2020-09-12 23:59:00,3,13,2,5,0.0965852189020153,0.00083823963916087,-0.07056571729592813,-0.7418244931004256,7.271666063898953,12,12,0
ADA/USDT,bolt,2020-09-12 00:01:00,2020-09-12 23:59:00,3,14,2,5,0.0965852189020153,0.00083823963916087,-0.07056571729592813,-0.7418244931004256,7.271666063898953,12,11,0.09721924440455254
ADA/USDT,bolt,2020-09-12 00:01:00,2020-09-12 23:59:00,3,15,2,5,0.0965852189020153,0.00083823963916087,-0.07056571729592813,-0.7418244931004256,7.271666063898953,12,12,0
ADA/USDT,bolt,2020-09-12 00:01:00,2020-09-12 23:59:00,3,16,2,5,0.0965852189020153,0.00083823963916087,-0.07056571729592813,-0.7418244931004256,7.271666063898953,12,9,-0.46748581557035784
ADA/USDT,bolt,2020-09-12 00:01:00,2020-09-12 23:59:00,3,17,2,5,0.0965852189020153,0.00083823963916087,-0.07056571729592813,-0.7418244931004256,7.271666063898953,12,12,0
ADA/USDT,bolt,2020-09-12 00:01:00,2020-09-12 23:59:00,3,18,2,5,0.0965852189020153,0.00083823963916087,-0.07056571729592813,-0.7418244931004256,7.271666063898953,12,10,-0.20888109938524302
ADA/USDT,bolt,2020-09-12 00:01:00,2020-09-12 23:59:00,3,19,2,5,0.0965852189020153,0.00083823963916087,-0.07056571729592813,-0.7418244931004256,7.271666063898953,12,12,0
ADA/USDT,bolt,2020-09-12 00:01:00,2020-09-12 23:59:00,3,20,2,5,0.0965852189020153,0.00083823963916087,-0.07056571729592813,-0.7418244931004256,7.271666063898953,12,11,0.08050901031312385
ADA/USDT,bolt,2020-09-12 00:01:00,2020-09-12 23:59:00,3,21,2,5,0.0965852189020153,0.00083823963916087,-0.07056571729592813,-0.7418244931004256,7.271666063898953,12,12,0
ADA/USDT,bolt,2020-09-12 00:01:00,2020-09-12 23:59:00,3,22,2,5,0.0965852189020153,0.00083823963916087,-0.07056571729592813,-0.7418244931004256,7.271666063898953,12,10,-0.08308460853593758
ADA/USDT,bolt,2020-09-12 00:01:00,2020-09-12 23:59:00,3,23,2,5,0.0965852189020153,0.00083823963916087,-0.07056571729592813,-0.7418244931004256,7.271666063898953,12,12,0
ADA/USDT,bolt,2020-09-12 00:01:00,2020-09-12 23:59:00,3,24,2,5,0.0965852189020153,0.00083823963916087,-0.07056571729592813,-0.7418244931004256,7.271666063898953,12,10,-0.16390046755643795
ADA/USDT,bolt,2020-09-12 00:01:00,2020-09-12 23:59:00,3,25,2,5,0.0965852189020153,0.00083823963916087,-0.07056571729592813,-0.7418244931004256,7.271666063898953,12,11,0.0366502632486565
ADA/USDT,bolt,2020-09-12 00:01:00,2020-09-12 23:59:00,3,26,2,5,0.0965852189020153,0.00083823963916087,-0.07056571729592813,-0.7418244931004256,7.271666063898953,12,11,0.08705528758605574
ADA/USDT,bolt,2020-09-12 00:01:00,2020-09-12 23:59:00,3,27,2,5,0.0965852189020153,0.00083823963916087,-0.07056571729592813,-0.7418244931004256,7.271666063898953,12,12,0
ADA/USDT,bolt,2020-09-12 00:01:00,2020-09-12 23:59:00,3,28,2,5,0.0965852189020153,0.00083823963916087,-0.07056571729592813,-0.7418244931004256,7.271666063898953,12,11,-0.030758683413576904
ADA/USDT,bolt,2020-09-12 00:01:00,2020-09-12 23:59:00,3,29,2,5,0.0965852189020153,0.00083823963916087,-0.07056571729592813,-0.7418244931004256,7.271666063898953,12,10,0.17252855466894346
ADA/USDT,bolt,2020-09-12 00:01:00,2020-09-12 23:59:00,3,30,2,5,0.0965852189020153,0.00083823963916087,-0.07056571729592813,-0.7418244931004256,7.271666063898953,12,10,0.05715644557195887
ADA/USDT,bolt,2020-09-12 00:01:00,2020-09-12 23:59:00,3,31,2,5,0.0965852189020153,0.00083823963916087,-0.07056571729592813,-0.7418244931004256,7.271666063898953,12,12,0
ADA/USDT,bolt,2020-09-12 00:01:00,2020-09-12 23:59:00,2,2,3,2,0.0965852189020153,0.00083823963916087,-0.07056571729592813,-0.7418244931004256,7.271666063898953,5,3,0.13231346174925385
ADA/USDT,bolt,2020-09-12 00:01:00,2020-09-12 23:59:00,2,3,3,2,0.0965852189020153,0.00083823963916087,-0.07056571729592813,-0.7418244931004256,7.271666063898953,5,3,0.06936759247244062
ADA/USDT,bolt,2020-09-12 00:01:00,2020-09-12 23:59:00,2,2,3,3,0.0965852189020153,0.00083823963916087,-0.07056571729592813,-0.7418244931004256,7.271666063898953,5,5,0
ADA/USDT,bolt,2020-09-12 00:01:00,2020-09-12 23:59:00,2,3,3,3,0.0965852189020153,0.00083823963916087,-0.07056571729592813,-0.7418244931004256,7.271666063898953,5,3,0.06936759247244062
ADA/USDT,bolt,2020-09-12 00:01:00,2020-09-12 23:59:00,2,4,3,3,0.0965852189020153,0.00083823963916087,-0.07056571729592813,-0.7418244931004256,7.271666063898953,5,1,-0.05671286157232558
ADA/USDT,bolt,2020-09-12 00:01:00,2020-09-12 23:59:00,2,5,3,3,0.0965852189020153,0.00083823963916087,-0.07056571729592813,-0.7418244931004256,7.271666063898953,5,3,0.2586171913359685
ADA/USDT,bolt,2020-09-12 00:01:00,2020-09-12 23:59:00,2,6,3,3,0.0965852189020153,0.00083823963916087,-0.07056571729592813,-0.7418244931004256,7.271666063898953,5,3,0.13231346174925385
ADA/USDT,bolt,2020-09-12 00:01:00,2020-09-12 23:59:00,2,7,3,3,0.0965852189020153,0.00083823963916087,-0.07056571729592813,-0.7418244931004256,7.271666063898953,5,3,0.05702258335683297
ADA/USDT,bolt,2020-09-12 00:01:00,2020-09-12 23:59:00,2,2,3,4,0.0965852189020153,0.00083823963916087,-0.07056571729592813,-0.7418244931004256,7.271666063898953,5,5,0
ADA/USDT,bolt,2020-09-12 00:01:00,2020-09-12 23:59:00,2,3,3,4,0.0965852189020153,0.00083823963916087,-0.07056571729592813,-0.7418244931004256,7.271666063898953,5,3,0.16709574887118173
ADA/USDT,bolt,2020-09-12 00:01:00,2020-09-12 23:59:00,2,4,3,4,0.0965852189020153,0.00083823963916087,-0.07056571729592813,-0.7418244931004256,7.271666063898953,5,2,0.035866878984334605
ADA/USDT,bolt,2020-09-12 00:01:00,2020-09-12 23:59:00,2,5,3,4,0.0965852189020153,0.00083823963916087,-0.07056571729592813,-0.7418244931004256,7.271666063898953,5,4,0.011716989634969366
ADA/USDT,bolt,2020-09-12 00:01:00,2020-09-12 23:59:00,2,6,3,4,0.0965852189020153,0.00083823963916087,-0.07056571729592813,-0.7418244931004256,7.271666063898953,5,4,0.016431518008804602
ADA/USDT,bolt,2020-09-12 00:01:00,2020-09-12 23:59:00,2,7,3,4,0.0965852189020153,0.00083823963916087,-0.07056571729592813,-0.7418244931004256,7.271666063898953,5,3,0.23842399559442384
ADA/USDT,bolt,2020-09-12 00:01:00,2020-09-12 23:59:00,2,8,3,4,0.0965852189020153,0.00083823963916087,-0.07056571729592813,-0.7418244931004256,7.271666063898953,5,3,-0.0757921343189949
ADA/USDT,bolt,2020-09-12 00:01:00,2020-09-12 23:59:00,2,9,3,4,0.0965852189020153,0.00083823963916087,-0.07056571729592813,-0.7418244931004256,7.271666063898953,5,2,0.2646941180173972
ADA/USDT,bolt,2020-09-12 00:01:00,2020-09-12 23:59:00,2,10,3,4,0.0965852189020153,0.00083823963916087,-0.07056571729592813,-0.7418244931004256,7.271666063898953,5,5,0
ADA/USDT,bolt,2020-09-12 00:01:00,2020-09-12 23:59:00,2,11,3,4,0.0965852189020153,0.00083823963916087,-0.07056571729592813,-0.7418244931004256,7.271666063898953,5,4,0.03171906957395976
ADA/USDT,bolt,2020-09-12 00:01:00,2020-09-12 23:59:00,2,12,3,4,0.0965852189020153,0.00083823963916087,-0.07056571729592813,-0.7418244931004256,7.271666063898953,5,3,0.08667226261618666
ADA/USDT,bolt,2020-09-12 00:01:00,2020-09-12 23:59:00,2,13,3,4,0.0965852189020153,0.00083823963916087,-0.07056571729592813,-0.7418244931004256,7.271666063898953,5,4,0.20422106490222092
ADA/USDT,bolt,2020-09-12 00:01:00,2020-09-12 23:59:00,2,14,3,4,0.0965852189020153,0.00083823963916087,-0.07056571729592813,-0.7418244931004256,7.271666063898953,5,3,0.2756372194827321
ADA/USDT,bolt,2020-09-12 00:01:00,2020-09-12 23:59:00,2,15,3,4,0.0965852189020153,0.00083823963916087,-0.07056571729592813,-0.7418244931004256,7.271666063898953,5,3,0.08932742130665083
ADA/USDT,bolt,2020-09-12 00:01:00,2020-09-12 23:59:00,2,2,3,5,0.0965852189020153,0.00083823963916087,-0.07056571729592813,-0.7418244931004256,7.271666063898953,5,5,0
ADA/USDT,bolt,2020-09-12 00:01:00,2020-09-12 23:59:00,2,3,3,5,0.0965852189020153,0.00083823963916087,-0.07056571729592813,-0.7418244931004256,7.271666063898953,5,4,-0.0041590643731996835
ADA/USDT,bolt,2020-09-12 00:01:00,2020-09-12 23:59:00,2,4,3,5,0.0965852189020153,0.00083823963916087,-0.07056571729592813,-0.7418244931004256,7.271666063898953,5,3,-0.043933856161213924
ADA/USDT,bolt,2020-09-12 00:01:00,2020-09-12 23:59:00,2,5,3,5,0.0965852189020153,0.00083823963916087,-0.07056571729592813,-0.7418244931004256,7.271666063898953,5,4,0.011716989634969366
ADA/USDT,bolt,2020-09-12 00:01:00,2020-09-12 23:59:00,2,6,3,5,0.0965852189020153,0.00083823963916087,-0.07056571729592813,-0.7418244931004256,7.271666063898953,5,5,0
ADA/USDT,bolt,2020-09-12 00:01:00,2020-09-12 23:59:00,2,7,3,5,0.0965852189020153,0.00083823963916087,-0.07056571729592813,-0.7418244931004256,7.271666063898953,5,3,0.23842399559442384
ADA/USDT,bolt,2020-09-12 00:01:00,2020-09-12 23:59:00,2,8,3,5,0.0965852189020153,0.00083823963916087,-0.07056571729592813,-0.7418244931004256,7.271666063898953,5,4,-0.0680725153170183
ADA/USDT,bolt,2020-09-12 00:01:00,2020-09-12 23:59:00,2,9,3,5,0.0965852189020153,0.00083823963916087,-0.07056571729592813,-0.7418244931004256,7.271666063898953,5,3,0.20474669387427724
